,nombreh_id,comentario,p_puntuacion,p_fecha_comen
1330,J&E hotel,"Good Great value for an overnight stay. Pleasant and friendly staff. Parking is a bit of a problem as its an underground ramp. The room had no hot water but the staff accommodated us by allowing us to use another rooms shower. Very noisy at night, lots of dog barking. Rooms were new spacious clean and new comfortable beds. Good value for the money.",4.0,2018-07-24
1331,J&E hotel,Good ,4.0,2022-10-02
1332,J&E hotel,Excellent ,5.0,2022-08-20
1333,J&E hotel,Okay ,3.0,2022-06-02
1334,Hotel La Algodonera,Excellent ,5.0,2019-09-29
1335,Hotel La Algodonera,"Excellent The hotel is beautiful, a new property but nevertheless with a great history in the vecinity with the old Ambato cotton fabric. Quiet stay and very comfortable bed. The service given by the staff was superb from entry until check out. A place with a fantastic view of the mountains of Ambato and very nice resting spot for the night. Good pressure in the shower for a relaxing time. Recommended.",5.0,2019-08-12
1336,Hotel La Algodonera,Excellent Muy bueno el baño limpio ,5.0,2021-10-23
1337,Hotel La Algodonera,Excellent ,5.0,2020-10-05
1338,Hotel La Algodonera,Good ,4.0,2020-10-05
1339,Hotel La Algodonera,"Terrible El servicio es malo, la recepcion no es buena. Me quisieron cobrar 2 veces. TERRIBLE",1.0,2019-11-03
1340,Hostal Runa Huasi,"Excellent Si te gusta la naturaleza y conocer culturas y trdiciones, este es el lugar ideal. Alonzo es un anfitrion espectacular y sus historias son increibles! ",5.0,2022-10-17
1341,Hostería El Tisaleño,Excellent ,5.0,2019-07-22
1342,Ayamtai Jea Guest House,"Excellent Foi o melhor lugar que nos hospedamos em toda a viagem ao Equador. Sebastian e Maria são extremamente gentis e hospitaleiros. A casa é linda, muito limpa.Os hospédes não entram com seus calçados, o que favorece ainda mais a limpeza e tem um aroma de eucalipto muito agradável. O quarto é bom, muito espaçoso. Bem localizado, muito perto do Centro, mas em uma área ao mesmo tempo bem tranquila. Voltaria a me hospedar novamente, sem a menor sombra de dúvidas e super indico. ",5.0,2018-01-18
1343,Hotel La Casa Amarilla City,"Excellent This friendly, funky, family-run guesthouse offers tremendous value for your money. Conveniently located, generally quiet. I enjoyed hanging out in the deck too.",5.0,2022-10-08
1344,Hotel La Casa Amarilla City,"Excellent From the outside, you might think you made a mistake!  But then you go to the entrance and you see a beautiful eco-hotel.  Saul is an amazing host!  He served ya a delicious breakfast in the morning and then was our tour guide for the day.  He also helped ya fix our tire that someone had let the air out of.   The room we stayed in was spacious and comfortable and “rustic” in a good way.  I highly recommend this place to stay...and suggest you spend more than a day in Baños.  ",5.0,2018-12-31
1345,Hotel La Casa Amarilla City,Excellent Hotel is owned by a local family who were all really nice and friendly. Darwin’s dog Pichuca was also really cute! Rooms were big and shower temperature and pressure was good. Breakfast was simple but good and really fresh.,5.0,2018-07-22
1346,Hotel La Casa Amarilla City,"Terrible No privacy in room (window can't be completely blocked with curtain, people walking by, and zero sound proofing, no working wifi.  Never tried hot water, left asap in morning.  But owners were very nice and tried to apologize and accomodate. 1 or 2 extra rooms were under construction(almost done) so could be better in future.",1.0,2017-09-13
1347,Hotel La Casa Amarilla City,Terrible ,1.0,2020-03-17
1348,Hotel La Casa Amarilla City,"Excellent Petit hôtel très mignon, géré par un proprio très attentionné et sympathique qui a vécu de nombreuses années en Suisse avant de revenir en Equateur.
On est baigné dans une atmosphère très familiale, et on a le privilège d'être légèrement décalés de la rue, ce qui limite les nuisances sonores. 
Rencontres avec les autres voyageurs  facilitées grâce à la cuisine commune très pratique, toit terrasse très agréable également.
Petit déjeuner pas mal du tout, avec du très très bon pain !
A noter :
- les chambres paraissent inégales, ne pas hésiter à les visiter pour choisir. 
- pour les excursions, il est préférable de les réserver directement dans les agences afin d'éviter la commission de l'hôtel.See more",5.0,2020-02-19
1349,Hotel La Casa Amarilla City,Excellent ,5.0,2020-02-16
1350,Hotel La Casa Amarilla City,"Excellent Excelente ubicación y atención de Saúl. Muy familiar, buena señal de wifi y tv. Dejamos la sugerencia para modificar mobiliario ya que el espacio disponible es reducido. Buen asesoramiento para actividades a realizar. Imperdible el tour a la selva con Saúl y Germán como guías.",5.0,2018-11-21
1351,Hotel La Casa Amarilla City,"Excellent Excelente la atención y la amabilidad de sus dueños, el desayuno muy fresco y natural, el lugar es bien agradable, regresaría de nuevo :)",5.0,2018-11-05
1352,Hotel La Casa Amarilla City,Excellent ,5.0,2018-10-16
1353,La Casa del Molino Blanco B&B,Excellent Nice quiet place. A little far from the city center.,5.0,2022-10-07
1354,La Casa del Molino Blanco B&B,Okay ,3.0,2021-12-01
1355,La Casa del Molino Blanco B&B,Excellent Very clean and comfortable with good shared facilities. Great for a base for a few days! ,5.0,2021-05-18
1356,La Casa del Molino Blanco B&B,"Okay I don't want to be a bad guy, but I got there and no one was there to greet me.  Possibly there was some kind of confusion or who knows.   But I chose not to stay at their place. and I wish them the best.",3.0,2021-03-21
1357,La Casa del Molino Blanco B&B,"Good Require fifteen minutes walking uphill to reach it. Nice layout of room and patio. Only concern too dark while staying in room, not able to read during the night.",4.0,2019-11-29
1358,La Casa del Molino Blanco B&B,"Okay Out of the centre of town but closer to one of the thermal baths, bed was comfortable and shower was good, WiFi was good as long as the hostel isn't full. Good idea of energy saving at the hostel. Nice set up for movies. When the hostel is full it can be very noisy, breakfast was nice but economical. ",3.0,2019-07-23
1359,La Casa del Molino Blanco B&B,Excellent ,5.0,2019-03-04
1360,La Casa del Molino Blanco B&B,"Excellent I don’t know how anyone could rate this place less than excellent...especially considering the awesome staff. Whomever gave negative reviews must be very difficult guests because the staff far exceeded my expectations.

*Clean, economical rooms
*Beer, bottled drinks, wine, even massages in house that you can purchase onsite
*the most helpful staff ever...booked tours for us for way cheaper than we could find on our own, English speaking, and consistently went above and beyond. Helped us avoid missing our flight by explaining the am bus schedule and that we wouldn’t make it to Quito in time. Then she booked a taxi for us (our only option as we had to leave at 3am) and GOT UP AT 3 AM to escort us to the taxi!
*very delicious breakfast that changes everyday. You even have the option to add to it for additional cost. Great, friendly cook.
*Cheap laundry service!

Say here, you won’t regret it. See more",5.0,2018-11-20
1361,La Casa del Molino Blanco B&B,"Excellent Great space, friendly staff and and helpful staff. Location out of the way but facilities make up for it.",5.0,2018-10-24
1362,La Casa del Molino Blanco B&B,"Good Great breakfast, good, clean, spacious bathroom and quiet location. It’s up the hill away from the bustle & noise of the centre of Baños but everything is a 5 minute walk. 
Met lovely people here. ",4.0,2018-06-30
1363,Oro Verde Loja,"Excellent Excellent hotel! Very clean, comfortable , excellent customer service and great location!",5.0,2022-08-15
1364,Oro Verde Loja,"Excellent Todo estuvo bien, un par de cosas para mejorar en la variedad del desayuno y dentro de la habitación que no funcionaba la balanza. Pero tuve una estupenda estadía y con gusto regreso y la recomiendo.
MHinostroza",5.0,2022-07-25
1365,Oro Verde Loja,Excellent Was nice ,5.0,2022-06-03
1366,Oro Verde Loja,"Excellent Great attention. 
Ricardo and staff are on point! ",5.0,2022-05-24
1367,Oro Verde Loja,Okay ,3.0,2022-04-29
1368,Oro Verde Loja,Excellent Great hotel with excellent staff - centrally located ,5.0,2017-11-28
1369,Oro Verde Loja,"Excellent Great hotel with excellent dining, centrally located,  is without a doubt one of the best options to stay. A true jewel where you don't expect it. ",5.0,2017-10-30
1370,Oro Verde Loja,Excellent Hermoso hotel,5.0,2022-08-30
1371,Oro Verde Loja,"Excellent Una grata sorpresa, supero mis expectativas. Muy buena atención del personal del hotel y del restaurante, sin lugar a duda muy recomendable.",5.0,2017-11-24
1372,Oro Verde Loja,Excellent Excelente,5.0,2017-09-16
1373,Grand Victoria Boutique Hotel,"Good Very good hotel, the staff very friendly and the hotel very clean ",4.0,2022-07-19
1374,Grand Victoria Boutique Hotel,"Excellent The place was good, great location and very respectful for COVID times. Overall experience was great",5.0,2021-04-05
1375,Grand Victoria Boutique Hotel,"Excellent The hotel is lovely but rooms are not air conditioned or heated- not even a ceiling fan. No windows to the street only windows that open towards the hallway so no ventilation. The suites do have windows to the street that will allow for ventilation. The staff went above and beyond fulfilling any and all requests. The hotel is classy in appearance and the neighborhood seemed safe. There is a pharmacy at the corner of the street next to a small bakery. I would stay again but only in a suite- the staff made up any short comings the property had. Also, if you don’t speak Spanish things may get a bit difficult but pls don’t be rude to them. See more",5.0,2021-02-18
1376,Grand Victoria Boutique Hotel,Excellent ,5.0,2020-03-12
1377,Grand Victoria Boutique Hotel,"Good Fabulous hotel, just wish everything wasn't closed for Carnival. First receptionist spoke some English and was very helpful. The next day the receptionist spoke no English and couldn't even tell us where there might be an open restaurant. Turns out we found a delicious restaurant right in the hotel!",4.0,2020-02-26
1378,Grand Victoria Boutique Hotel,Excellent The reception was very polite  and told us about what there’s to see and how much it was to get to places  room was clean and very quiet   I would recommend to everyone the city was very safe to go out,5.0,2019-04-29
1379,Grand Victoria Boutique Hotel,Excellent ,5.0,2019-04-29
1380,Grand Victoria Boutique Hotel,Excellent charming hotel - we would definitely stay there again,5.0,2019-02-21
1381,Grand Victoria Boutique Hotel,Excellent ,5.0,2019-02-05
1382,Grand Victoria Boutique Hotel,"Good It was pretty, my room was spacious enough, and the premises were clean except for the first room that I was brought to. There were stains on the end table by the bed and the floor was stained, dirty and had hair on it, as was evidenced when I removed my white socks and they were grimy and had to be thrown away. As a recompense, as I was checking out and pressed the matter, they offered me a free dessert, which made me laugh. BUT, the staff generally was professional and pleasant. The hotel restaurant's food was only so so.",4.0,2019-01-10
