,nombreh_id,comentario,fechac
1350,Modern Suite in the Most Vibrant Place in Quito!,"I booked with Galo for a week of business in Quito after looking at many other listings. The apartment was cozy, modern, well-equipped, and perfect for my stay. Excellent location a couple blocks from my lawyer's office and with many restaurants and supermarket (megamaxi) in walking distance, right near Carolina park where I went for a nice jog. Building security was very kind, always saying hello, and they were helpful in greeting me and giving me the keys to check in. The space was very clean, and I was comfortable to hang out in the cozy living room watching youtube and netflix on the nice big TV. The bedroom had a great desk space with lamp, big comfy bed, and was about as quiet as one could hope for in the city. Wifi was solid throughout. No complaints at all. The one issue I had was the washing machine not drying my clothes thoroughly, and this was easily solved by air-drying the rest... also Galo responded immediately and said he would get it fixed, and in the meantime he even offered to pay for my laundry service at the laundromat downstairs. Super service, and super happy with the value I received overall. Would definitely stay again.",2022-10-01
1351,Modern Suite in the Most Vibrant Place in Quito!,Galo was a great host and he was always available for any request. The place is cozy and well-located. We loved being there!,2022-10-01
1352,Modern Suite in the Most Vibrant Place in Quito!,"Second time staying at Galo’s apartment. Because I travel for business most of the time the space, cleanliness, location and all the amenities are perfect. Galo is an excellent host always checking that everything is ok and helping with anything if needed. Totally recommended.",2022-05-01
1353,Modern Suite in the Most Vibrant Place in Quito!,"This is the place to be in Quito, I stayed over 4 weeks and only left because no longer in Quito. Perfect location, everything on walking distance, best are of Quito. Safe place and inside all the comfort you need. I have been in many airbnbs, here I found everything in the correct place where you expect it to be. Great and profesional communication with Galo, all highly recommended!",2022-04-01
1354,Modern Suite in the Most Vibrant Place in Quito!,"Galo is definitely a superhost. Easy check in and fast responses. A cozy apartment in an excellent location with malls, restaurants and bars walking distance, there are also bars and clubs a couple of mins in an uber (uber is very inexpensive in Quito). The apartment was clean, good wifi and it has nice amenities like washing machine and hair dryer. Extremely safe and the security people very friendly. Carolina Park is a couple of blocks away if you like to exercise. I will stay here if available any time I go back to Quito.",2022-01-01
1355,Modern Suite in the Most Vibrant Place in Quito!,I had to check-in around midnight and Galo made it easy and was quick to respond.,2021-12-01
1356,Original and modern apartment in the best area,Great apartment with a perfect location in Quito. Very modern style and wonderful interior design make result in a comfortable stay. Communication with Oscar was always fast and helpful. Thanks for staying in your apartment!,2022-10-01
1357,Original and modern apartment in the best area,Oscar is a very splendid host. He is quick to communicate and accommodate. Some hosts do the bare minimum to make guests feel welcome but Oscar truly goes above and beyond. Book with Oscar. He is a genuine person and a great host. Thank you again Oscar for a great stay.,2022-10-01
1358,Original and modern apartment in the best area,"Beautiful rooftop views. Clean, modern and roomy apartment. We felt like we were close to many attractions. We were close to the local supermarket. We were close to a few bakeries and restaurants. I would recommend and stay here again.",2022-10-01
1359,Original and modern apartment in the best area,Everything was perfect! Thank you,2022-09-01
1360,Original and modern apartment in the best area,"We enjoyed our stay, thank you.",2022-09-01
1361,Original and modern apartment in the best area,The place is in a very convenient location and has a rooftop with a great view of the city. The room is clean and cozy with nice touches.,2022-09-01
1362,Original and modern apartment in the best area,Oscar is fast to answer our messages and  he gives a good service.Highly recommended,2022-09-01
1363,Original and modern apartment in the best area,"Super place to stay. Highly recommend, with a fantastic restaurant directly across the street (Somos). Thank you!",2022-08-01
1364,Original and modern apartment in the best area,"Oscar’s apartment was perfect for us despite our short stay - what beautiful view from the rooftop! Although we missed our chance to use the hot tub, we took full advantage of the washer/dryer and Oscar was quick to respond to all my questions about it. The building is very secure and the location is great. Would definitely recommend.",2022-08-01
1365,Original and modern apartment in the best area,Oscar's place was perfect for our stay! The place was very clean and felt very safe with a security guard always at the front desk. Great views from the top floor as well!,2022-08-01
1366,Original and modern apartment in the best area,Very clean and super nice!,2022-08-01
1367,Original and modern apartment in the best area,Perfect location and perfect placeto stay at.,2022-07-01
1368,Original and modern apartment in the best area,We stayed at Oscar’s apartment for a few nights.  The location is great there are several restaurants and stores within walking distance.  The bathrooms did not have any hooks to be able to hang our towels/clothes but other than that our stay was pleasant.,2022-07-01
1369,Original and modern apartment in the best area,Oscar was/is a great host!!! Very communicative. The condo was very clean and spacious. One thing I will share for future guests is to MAKE sure if you have someone to visit you while staying in the condo send over their photo ID in order for the security officer at the desk to allow them access. I will book with Oscar again.,2022-07-01
1370,HERMOSA SUITE - MARISCAL FOCH,Great place. Very nice apartment. Great stay would definitively recommend.,2022-08-01
1371,HERMOSA SUITE - MARISCAL FOCH,Amazing host extremely responsive and this place is AMAZING!,2022-07-01
1372,HERMOSA SUITE - MARISCAL FOCH,Great communication,2022-06-01
1373,HERMOSA SUITE - MARISCAL FOCH,"Great space! Wifi is about 55-60MBPS. Location is good, everything is comfortable.  Check in simple, plenty of room, sustainably hot shower…also provided soap and shampoos but not sure if that was previous tenant…only negatives are the lighting is a bit strange (I need complete darkness), a curtain doesn’t close all the way, some of the outlets are strangely situated, and it can be cold!",2022-05-01
1374,HERMOSA SUITE - MARISCAL FOCH,The place is great. Just close enough to the Old city to be there in a few minutes and far enough for the caos of it to reach you. Also you have everything you need from restaurants to supermarkets really close.,2022-04-01
1375,HERMOSA SUITE - MARISCAL FOCH,"amazing spot, wicked fast internet",2022-04-01
1376,HERMOSA SUITE - MARISCAL FOCH,"Great apt and building, great location with 2 mini markets, coffee shop nearby and several restauarants on the block.  A great Airbnb experience!",2022-04-01
1377,HERMOSA SUITE - MARISCAL FOCH,Very cool … Thank you,2022-10-01
1378,HERMOSA SUITE - MARISCAL FOCH,Everything was impeccable. Ivan was always available upon request.,2022-10-01
1379,HERMOSA SUITE - MARISCAL FOCH,A privileged place. The view is beautiful and the space comfortable and cozy. I would definitely go back.,2022-10-01
1380,HERMOSA SUITE - MARISCAL FOCH,Everything excellent 5 ⭐️ Very comfortable and safe,2022-10-01
1381,HERMOSA SUITE - MARISCAL FOCH,great place,2022-09-01
1382,HERMOSA SUITE - MARISCAL FOCH,"Everything excellent, I recommend it",2022-08-01
1383,HERMOSA SUITE - MARISCAL FOCH,Very comfortable apartment! We loved it!,2022-06-01
